model,model_id,case_id,category,variant_id,kind,seed,image_path,image_sha256,all_correct,atom_accuracy,semantic_state,atom_keys,atom_results,predictions,censored,black_image,alternate_correct,exclusive_control,elapsed_seconds,peak_allocated_bytes,audit_id
pixart_sigma,PixArt-alpha/PixArt-Sigma-XL-2-512-MS,main_color_binding_013,color_binding,p3,equivalent,211,images/pixart_sigma/main_color_binding_013/p3/seed_211.png,beeb17eb1b3008881132a42d3e57828f40c62eac6e544f8491f0bf213afa4667,0,0.5,1010,"[""count:dog=1"", ""count:banana=1"", ""color:dog=blue"", ""color:banana=yellow""]","{""color:banana=yellow"": false, ""color:dog=blue"": true, ""count:banana=1"": false, ""count:dog=1"": true}","{""colors"": {""banana"": {""confidence"": 0.5099732875823975, ""label"": ""blue"", ""margin"": 0.2445443868637085}, ""dog"": {""confidence"": 0.9547856450080872, ""label"": ""blue"", ""margin"": 0.9203056693077087}}, ""detections"": {""banana"": [{""box"": [87.27999877929688, 203.50999450683594, 209.5, 369.04998779296875], ""score"": 0.7308432459831238}, {""box"": [10.199999809265137, 215.1300048828125, 509.5, 481.0], ""score"": 0.7097299695014954}, {""box"": [6.980000019073486, 278.95001220703125, 235.1699981689453, 468.19000244140625], ""score"": 0.17728020250797272}], ""dog"": [{""box"": [85.62000274658203, 47.0, 467.0299987792969, 386.4800109863281], ""score"": 0.6879798173904419}]}, ""relations"": {}}",0,0,,1,0.9195949737913908,13622855168,item_00275
pixart_sigma,PixArt-alpha/PixArt-Sigma-XL-2-512-MS,main_count_016,count,p2,equivalent,29,images/pixart_sigma/main_count_016/p2/seed_29.png,bea5b9e8fd51928ab8b9f773872d3a4dc5d938eeec443b473b3e547f79704e31,0,0.0,0,"[""count:car=4""]","{""count:car=4"": false}","{""colors"": {}, ""detections"": {""car"": [{""box"": [24.979999542236328, 249.22000122070312, 153.05999755859375, 335.6600036621094], ""score"": 0.3169630765914917}, {""box"": [348.7699890136719, 248.27999877929688, 482.8999938964844, 334.6499938964844], ""score"": 0.2697283625602722}, {""box"": [143.97000122070312, 249.38999938964844, 255.74000549316406, 336.0799865722656], ""score"": 0.2667143940925598}, {""box"": [260.55999755859375, 249.63999938964844, 379.17999267578125, 336.1099853515625], ""score"": 0.24276497960090637}, {""box"": [458.4100036621094, 233.8699951171875, 512.3900146484375, 335.54998779296875], ""score"": 0.23692633211612701}, {""box"": [0.7699999809265137, 254.3300018310547, 57.25, 330.69000244140625], ""score"": 0.22266539931297302}, {""box"": [22.329999923706055, 244.3000030517578, 483.67999267578125, 338.0799865722656], ""score"": 0.1062331274151802}]}, ""relations"": {}}",0,0,,1,0.8676374270580709,13622855168,item_00276
pixart_sigma,PixArt-alpha/PixArt-Sigma-XL-2-512-MS,main_spatial_011,spatial,p2,equivalent,47,images/pixart_sigma/main_spatial_011/p2/seed_47.png,70d865644a233bd1bba6d13929fae69bf7f0e4bb623117f151810d44ab3c390b,0,0.3333333333333333,010,"[""count:clock=1"", ""count:cat=1"", ""relation:clock:above:cat""]","{""count:cat=1"": true, ""count:clock=1"": false, ""relation:clock:above:cat"": false}","{""colors"": {}, ""detections"": {""cat"": [{""box"": [252.17999267578125, 147.25, 470.6499938964844, 456.2300109863281], ""score"": 0.802579402923584}], ""clock"": [{""box"": [112.08000183105469, 322.2799987792969, 205.6999969482422, 414.75], ""score"": 0.5587763786315918}, {""box"": [60.7400016784668, 32.939998626708984, 262.2699890136719, 282.42999267578125], ""score"": 0.5276657938957214}, {""box"": [66.43000030517578, 285.0400085449219, 249.3699951171875, 443.6400146484375], ""score"": 0.40988707542419434}]}, ""relations"": {""relation:clock:above:cat"": {""dx"": -0.39555662870407104, ""dy"": 0.13041990995407104}}}",0,0,,1,0.8886565938591957,13622855168,item_00277
pixart_sigma,PixArt-alpha/PixArt-Sigma-XL-2-512-MS,main_color_binding_000,color_binding,p2,equivalent,211,images/pixart_sigma/main_color_binding_000/p2/seed_211.png,048adb7973adeeed1e8511f7b34fff64cb3359560c32bcfaf42e1ed3982c9a8c,0,0.75,1011,"[""count:cat=1"", ""count:dog=1"", ""color:cat=red"", ""color:dog=green""]","{""color:cat=red"": true, ""color:dog=green"": true, ""count:cat=1"": true, ""count:dog=1"": false}","{""colors"": {""cat"": {""confidence"": 0.941493809223175, ""label"": ""red"", ""margin"": 0.8923099637031555}, ""dog"": {""confidence"": 0.8273428082466125, ""label"": ""green"", ""margin"": 0.709579586982727}}, ""detections"": {""cat"": [{""box"": [15.850000381469727, 181.32000732421875, 183.7100067138672, 453.489990234375], ""score"": 0.6444560289382935}], ""dog"": [{""box"": [286.6300048828125, 131.33999633789062, 513.989990234375, 463.5199890136719], ""score"": 0.5641083121299744}, {""box"": [191.83999633789062, 211.5500030517578, 307.7099914550781, 461.8299865722656], ""score"": 0.4658762514591217}]}, ""relations"": {}}",0,0,,1,0.8862621420994401,13622855168,item_00278
sdxl,stabilityai/stable-diffusion-xl-base-1.0,main_spatial_011,spatial,p2,equivalent,211,images/sdxl/main_spatial_011/p2/seed_211.png,44295a1dc15462f3a7face0e922b2fa5a8295f5ad4614ff3911ecf2b37a059e2,0,0.0,000,"[""count:clock=1"", ""count:cat=1"", ""relation:clock:above:cat""]","{""count:cat=1"": false, ""count:clock=1"": false, ""relation:clock:above:cat"": false}","{""colors"": {}, ""detections"": {""cat"": [], ""clock"": []}, ""relations"": {""relation:clock:above:cat"": null}}",0,0,,1,1.5066822259686887,8061097472,item_00279
pixart_sigma,PixArt-alpha/PixArt-Sigma-XL-2-512-MS,main_count_020,count,p2,equivalent,211,images/pixart_sigma/main_count_020/p2/seed_211.png,4ea385aa3a217354d5aafa8cc5da75385ae76a9090d1b67d722cb3b9ae444f0e,1,1.0,1,"[""count:ball=3""]","{""count:ball=3"": true}","{""colors"": {}, ""detections"": {""ball"": [{""box"": [19.489999771118164, 186.63999938964844, 173.85000610351562, 350.9700012207031], ""score"": 0.6157793402671814}, {""box"": [335.510009765625, 185.14999389648438, 489.0, 349.94000244140625], ""score"": 0.6049778461456299}, {""box"": [176.75, 190.3699951171875, 336.07000732421875, 355.7900085449219], ""score"": 0.5444687604904175}]}, ""relations"": {}}",0,0,,1,0.869800194632262,13622855168,item_00280
sd15,stable-diffusion-v1-5/stable-diffusion-v1-5,main_existence_011,existence,p2,equivalent,29,images/sd15/main_existence_011/p2/seed_29.png,57f3bcb8b62fa7281b6d193560d554867d74c116f60e926be56872b089181475,1,1.0,11,"[""exists:clock"", ""exists:cat""]","{""exists:cat"": true, ""exists:clock"": true}","{""colors"": {}, ""detections"": {""cat"": [{""box"": [24.59000015258789, 341.2200012207031, 257.510009765625, 511.32000732421875], ""score"": 0.7620131373405457}], ""clock"": [{""box"": [195.52000427246094, 19.610000610351562, 496.4599914550781, 320.94000244140625], ""score"": 0.8545756936073303}]}, ""relations"": {}}",0,0,,0,0.8258184702135623,3439791104,item_00281
pixart_sigma,PixArt-alpha/PixArt-Sigma-XL-2-512-MS,main_existence_011,existence,p1,equivalent,29,images/pixart_sigma/main_existence_011/p1/seed_29.png,6b90ec50cb6e885451e4062e8e43e56aa1a8b22319f9829411c1398cd48ba09e,1,1.0,11,"[""exists:clock"", ""exists:cat""]","{""exists:cat"": true, ""exists:clock"": true}","{""colors"": {}, ""detections"": {""cat"": [{""box"": [0.12999999523162842, 80.8499984741211, 258.92999267578125, 456.9700012207031], ""score"": 0.7734394073486328}], ""clock"": [{""box"": [244.7100067138672, 37.540000915527344, 492.3299865722656, 414.010009765625], ""score"": 0.5841984152793884}]}, ""relations"": {}}",0,0,,0,0.8775643398985267,13622855168,item_00282
sdxl,stabilityai/stable-diffusion-xl-base-1.0,main_spatial_011,spatial,p2,equivalent,29,images/sdxl/main_spatial_011/p2/seed_29.png,cfdad8ebadd790fac8f0b0a39535e50d1099f6362fbcfaf1d5c56444597fdd63,1,1.0,111,"[""count:clock=1"", ""count:cat=1"", ""relation:clock:above:cat""]","{""count:cat=1"": true, ""count:clock=1"": true, ""relation:clock:above:cat"": true}","{""colors"": {}, ""detections"": {""cat"": [{""box"": [34.290000915527344, 358.4800109863281, 225.24000549316406, 511.19000244140625], ""score"": 0.6992578506469727}], ""clock"": [{""box"": [193.92999267578125, 3.3499999046325684, 511.44000244140625, 342.9800109863281], ""score"": 0.7177587151527405}]}, ""relations"": {""relation:clock:above:cat"": {""dx"": 0.4353906139731407, ""dy"": -0.511074221227318}}}",0,0,,1,1.5037646889686584,8061359616,item_00283
pixart_sigma,PixArt-alpha/PixArt-Sigma-XL-2-512-MS,main_existence_023,existence,p3,equivalent,47,images/pixart_sigma/main_existence_023/p3/seed_47.png,e140835e0299df1bb865aefcb02ce651d28bd4af45335f3ee2316c0e511868b0,1,1.0,11,"[""exists:clock"", ""exists:dog""]","{""exists:clock"": true, ""exists:dog"": true}","{""colors"": {}, ""detections"": {""clock"": [{""box"": [153.2899932861328, 303.5199890136719, 235.13999938964844, 419.6000061035156], ""score"": 0.5230003595352173}, {""box"": [76.33000183105469, 69.97000122070312, 252.32000732421875, 248.77000427246094], ""score"": 0.47496598958969116}, {""box"": [24.270000457763672, 268.6600036621094, 109.83000183105469, 430.32000732421875], ""score"": 0.47324690222740173}, {""box"": [63.16999816894531, 250.94000244140625, 262.8500061035156, 423.4200134277344], ""score"": 0.31305450201034546}, {""box"": [25.25, 14.279999732971191, 258.5400085449219, 429.8599853515625], ""score"": 0.16958124935626984}], ""dog"": [{""box"": [224.32000732421875, 157.3300018310547, 478.1000061035156, 459.44000244140625], ""score"": 0.7266159653663635}]}, ""relations"": {}}",0,0,,0,0.887758927885443,13622855168,item_00284
pixart_sigma,PixArt-alpha/PixArt-Sigma-XL-2-512-MS,main_spatial_011,spatial,p3,equivalent,131,images/pixart_sigma/main_spatial_011/p3/seed_131.png,5c0bac5feff0477e597270a97dad6f6078273ad1bd8f5dd5b05c891e2019c930,1,1.0,111,"[""count:clock=1"", ""count:cat=1"", ""relation:clock:above:cat""]","{""count:cat=1"": true, ""count:clock=1"": true, ""relation:clock:above:cat"": true}","{""colors"": {}, ""detections"": {""cat"": [{""box"": [173.42999267578125, 201.38999938964844, 468.2300109863281, 509.8999938964844], ""score"": 0.844377875328064}], ""clock"": [{""box"": [83.56999969482422, 98.77999877929688, 303.04998779296875, 377.8299865722656], ""score"": 0.5154316425323486}]}, ""relations"": {""relation:clock:above:cat"": {""dx"": -0.24906251579523087, ""dy"": -0.22917969524860382}}}",0,0,,1,0.920593671966344,13622855168,item_00285
sdxl,stabilityai/stable-diffusion-xl-base-1.0,main_spatial_017,spatial,p1,equivalent,173,images/sdxl/main_spatial_017/p1/seed_173.png,17fbd0424d5b5c660a50d71b39cc56f0e549c308ca57b1442effc4f0791ca96b,0,0.0,000,"[""count:cup=1"", ""count:book=1"", ""relation:cup:above:book""]","{""count:book=1"": false, ""count:cup=1"": false, ""relation:cup:above:book"": false}","{""colors"": {}, ""detections"": {""book"": [], ""cup"": [{""box"": [62.31999969482422, 201.19000244140625, 120.33000183105469, 285.17999267578125], ""score"": 0.21549466252326965}, {""box"": [205.97999572753906, 197.5399932861328, 253.8800048828125, 282.4800109863281], ""score"": 0.19681477546691895}, {""box"": [402.260009765625, 198.1999969482422, 459.510009765625, 284.8699951171875], ""score"": 0.19035589694976807}, {""box"": [61.880001068115234, 11.489999771118164, 107.66000366210938, 88.27999877929688], ""score"": 0.18910488486289978}, {""box"": [198.9600067138672, 11.770000457763672, 251.07000732421875, 87.68000030517578], ""score"": 0.18424108624458313}, {""box"": [290.8699951171875, 199.97999572753906, 338.79998779296875, 284.3500061035156], ""score"": 0.1808881312608719}, {""box"": [292.0299987792969, 11.3100004196167, 340.82000732421875, 88.05999755859375], ""score"": 0.18035858869552612}, {""box"": [402.79998779296875, 12.380000114440918, 452.010009765625, 86.37999725341797], ""score"": 0.17418493330478668}, {""box"": [400.3999938964844, 92.5, 459.70001220703125, 179.11000061035156], ""score"": 0.16325724124908447}, {""box"": [289.0400085449219, 300.8900146484375, 341.57000732421875, 381.67999267578125], ""score"": 0.15697720646858215}, {""box"": [398.69000244140625, 302.3800048828125, 463.6099853515625, 382.9200134277344], ""score"": 0.15391452610492706}, {""box"": [49.16999816894531, 305.0199890136719, 114.4800033569336, 381.9800109863281], ""score"": 0.14861346781253815}, {""box"": [70.13999938964844, 101.5199966430664, 112.3499984741211, 178.17999267578125], ""score"": 0.13160036504268646}, {""box"": [29.170000076293945, 457.80999755859375, 56.689998626708984, 488.2900085449219], ""score"": 0.1311327964067459}, {""box"": [262.3299865722656, 456.3299865722656, 296.32000732421875, 491.2900085449219], ""score"": 0.1300763636827469}, {""box"": [3.569999933242798, 194.89999389648438, 508.57000732421875, 290.3399963378906], ""score"": 0.12842579185962677}, {""box"": [460.8500061035156, 458.5899963378906, 488.6600036621094, 489.19000244140625], ""score"": 0.12618914246559143}, {""box"": [462.3500061035156, 303.92999267578125, 497.8699951171875, 378.82000732421875], ""score"": 0.12460603564977646}, {""box"": [207.8699951171875, 102.56999969482422, 251.38999938964844, 178.22000122070312], ""score"": 0.11799213290214539}, {""box"": [20.079999923706055, 102.01000213623047, 53.040000915527344, 178.66000366210938], ""score"": 0.11772241443395615}, {""box"": [459.9800109863281, 99.18000030517578, 491.9800109863281, 178.5399932861328], ""score"": 0.11121245473623276}, {""box"": [0.3199999928474426, 303.57000732421875, 26.049999237060547, 377.1499938964844], ""score"": 0.11011485755443573}, {""box"": [246.5399932861328, 304.2900085449219, 274.8599853515625, 382.82000732421875], ""score"": 0.10821709036827087}, {""box"": [196.3699951171875, 300.760009765625, 245.99000549316406, 382.80999755859375], ""score"": 0.10707465559244156}, {""box"": [5.75, 297.5, 510.989990234375, 386.0199890136719], ""score"": 0.10603631287813187}, {""box"": [62.560001373291016, 402.6700134277344, 104.44999694824219, 487.4700012207031], ""score"": 0.10301623493432999}, {""box"": [489.70001220703125, 305.3800048828125, 512.0499877929688, 378.9599914550781], ""score"": 0.10149357467889786}, {""box"": [341.95001220703125, 99.8499984741211, 402.4200134277344, 179.47999572753906], ""score"": 0.10113289207220078}]}, ""relations"": {""relation:cup:above:book"": null}}",0,0,,1,1.4990906263701618,8061359616,item_00286
sd15,stable-diffusion-v1-5/stable-diffusion-v1-5,main_count_016,count,p0,equivalent,131,images/sd15/main_count_016/p0/seed_131.png,3f329e1e10ef4e493631d0024ea95b4e4706d5b6bd1335a2891636e8eb24d5f0,0,0.0,0,"[""count:car=4""]","{""count:car=4"": false}","{""colors"": {}, ""detections"": {""car"": [{""box"": [62.5, 258.6600036621094, 280.04998779296875, 358.6099853515625], ""score"": 0.36020195484161377}, {""box"": [154.41000366210938, 264.3500061035156, 421.80999755859375, 375.70001220703125], ""score"": 0.3418453633785248}, {""box"": [0.15000000596046448, 295.0, 30.020000457763672, 324.1000061035156], ""score"": 0.32904931902885437}, {""box"": [56.779998779296875, 298.6000061035156, 84.23999786376953, 327.2900085449219], ""score"": 0.3024996221065521}, {""box"": [298.54998779296875, 279.5299987792969, 512.5700073242188, 414.4599914550781], ""score"": 0.2689310610294342}, {""box"": [32.25, 284.3900146484375, 46.40999984741211, 305.7699890136719], ""score"": 0.10684516280889511}, {""box"": [56.88999938964844, 309.3999938964844, 72.76000213623047, 326.5899963378906], ""score"": 0.10578396916389465}, {""box"": [90.25, 284.3599853515625, 110.06999969482422, 297.5199890136719], ""score"": 0.103960782289505}]}, ""relations"": {}}",0,0,0.0,1,0.8238771469332278,3439791104,item_00287
sd15,stable-diffusion-v1-5/stable-diffusion-v1-5,main_existence_002,existence,p1,equivalent,11,images/sd15/main_existence_002/p1/seed_11.png,cd56d0aba8ffa533d67c1859229469e647fa09eaec2a6dcccc7166cb9f2f347f,1,1.0,11,"[""exists:apple"", ""exists:banana""]","{""exists:apple"": true, ""exists:banana"": true}","{""colors"": {}, ""detections"": {""apple"": [{""box"": [371.8800048828125, 113.7300033569336, 503.3500061035156, 244.60000610351562], ""score"": 0.8176873326301575}], ""banana"": [{""box"": [199.3699951171875, 72.37999725341797, 416.5, 476.55999755859375], ""score"": 0.7932024598121643}, {""box"": [2.869999885559082, 4.070000171661377, 510.82000732421875, 506.45001220703125], ""score"": 0.13001415133476257}]}, ""relations"": {}}",0,0,,0,0.8331962311640382,3439791104,item_00288
sdxl,stabilityai/stable-diffusion-xl-base-1.0,main_color_binding_013,color_binding,p0,equivalent,173,images/sdxl/main_color_binding_013/p0/seed_173.png,a47060d326ed68fbe8c444403b357d72aea3e6b154dfab7fffc7936dc2e322a5,0,0.0,0000,"[""count:dog=1"", ""count:banana=1"", ""color:dog=blue"", ""color:banana=yellow""]","{""color:banana=yellow"": false, ""color:dog=blue"": false, ""count:banana=1"": false, ""count:dog=1"": false}","{""colors"": {""banana"": {""confidence"": 0.8402853608131409, ""label"": ""blue"", ""margin"": 0.7856221199035645}, ""dog"": {""confidence"": 0.9247007966041565, ""label"": ""yellow"", ""margin"": 0.8822869062423706}}, ""detections"": {""banana"": [{""box"": [300.19000244140625, 34.20000076293945, 376.760009765625, 151.5399932861328], ""score"": 0.6537638902664185}, {""box"": [38.540000915527344, 34.81999969482422, 118.73999786376953, 149.5500030517578], ""score"": 0.6087471842765808}, {""box"": [170.02000427246094, 242.05999755859375, 271.57000732421875, 382.92999267578125], ""score"": 0.600547730922699}, {""box"": [287.4599914550781, 152.61000061035156, 375.3599853515625, 258.7200012207031], ""score"": 0.5325873494148254}, {""box"": [299.1400146484375, 397.6400146484375, 376.5899963378906, 510.82000732421875], ""score"": 0.5248560905456543}, {""box"": [40.04999923706055, 397.6400146484375, 119.33999633789062, 511.6499938964844], ""score"": 0.5211905241012573}, {""box"": [127.88999938964844, 17.549999237060547, 208.25999450683594, 116.58000183105469], ""score"": 0.4876205325126648}, {""box"": [39.56999969482422, 153.61000061035156, 125.80000305175781, 258.7799987792969], ""score"": 0.4842647314071655}, {""box"": [127.68000030517578, 389.3299865722656, 206.13999938964844, 484.55999755859375], ""score"": 0.46467337012290955}, {""box"": [323.8900146484375, 279.760009765625, 376.760009765625, 366.95001220703125], ""score"": 0.42636072635650635}, {""box"": [121.80999755859375, 140.1199951171875, 295.0400085449219, 238.72000122070312], ""score"": 0.39910438656806946}, {""box"": [290.0899963378906, 329.44000244140625, 331.3999938964844, 374.6400146484375], ""score"": 0.39529934525489807}, {""box"": [168.77000427246094, 387.489990234375, 289.55999755859375, 510.489990234375], ""score"": 0.3827842175960541}, {""box"": [168.3300018310547, 12.930000305175781, 308.5799865722656, 145.8300018310547], ""score"": 0.28947800397872925}, {""box"": [1.3799999952316284, 148.9600067138672, 55.369998931884766, 257.30999755859375], ""score"": 0.27710121870040894}, {""box"": [215.2899932861328, 0.2199999988079071, 244.77999877929688, 17.84000015258789], ""score"": 0.27083003520965576}, {""box"": [369.54998779296875, 0.09000000357627869, 437.9700012207031, 16.75], ""score"": 0.24053847789764404}, {""box"": [490.8900146484375, 352.0199890136719, 511.17999267578125, 370.9800109863281], ""score"": 0.20381227135658264}, {""box"": [139.22000122070312, -0.029999999329447746, 163.61000061035156, 13.829999923706055], ""score"": 0.20213688910007477}, {""box"": [288.32000732421875, -0.09000000357627869, 316.2900085449219, 13.829999923706055], ""score"": 0.1936478465795517}, {""box"": [137.88999938964844, 496.0400085449219, 164.6300048828125, 511.55999755859375], ""score"": 0.17345841228961945}, {""box"": [361.55999755859375, 141.32000732421875, 512.1599731445312, 261.25], ""score"": 0.17165856063365936}, {""box"": [371.9100036621094, 394.1099853515625, 510.2200012207031, 509.8800048828125], ""score"": 0.16848112642765045}, {""box"": [2.5999999046325684, 6.119999885559082, 508.0199890136719, 513.3499755859375], ""score"": 0.16153104603290558}, {""box"": [288.3999938964844, 495.95001220703125, 315.20001220703125, 512.02001953125], ""score"": 0.16013139486312866}, {""box"": [0.17000000178813934, 73.02999877929688, 21.799999237060547, 132.9199981689453], ""score"": 0.1449526697397232}, {""box"": [0.23999999463558197, 432.5299987792969, 22.829999923706055, 494.3500061035156], ""score"": 0.13960982859134674}, {""box"": [193.75, 155.97999572753906, 281.07000732421875, 206.14999389648438], ""score"": 0.13850414752960205}, {""box"": [491.0199890136719, 232.25, 511.7699890136719, 252.86000061035156], ""score"": 0.13148055970668793}, {""box"": [288.3800048828125, 156.11000061035156, 319.6199951171875, 253.52999877929688], ""score"": 0.11417105793952942}, {""box"": [490.1400146484375, 300.3599853515625, 511.20001220703125, 327.4700012207031], ""score"": 0.11330503225326538}], ""dog"": [{""box"": [373.0299987792969, 21.489999771118164, 512.97998046875, 148.27000427246094], ""score"": 0.1661989688873291}, {""box"": [1.100000023841858, 263.4599914550781, 193.1699981689453, 378.7200012207031], ""score"": 0.14774559438228607}, {""box"": [359.9599914550781, 264.8999938964844, 511.94000244140625, 373.8399963378906], ""score"": 0.13136471807956696}]}, ""relations"": {}}",0,0,0.0,1,1.5111110201105475,8062408192,item_00289
